,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,month,yrs_since_reno,bed_bath_ratio,bedrooms_5plus,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,view_1_2,view_3,view_4,condition_3_4,condition_5,city,city_Bellevue,city_Black_Diamond,city_Bothell,city_Carnation,city_Duvall,city_Enumclaw,city_Fall_City,city_Federal_Way,city_Issaquah,city_Kenmore,city_Kent,city_Kirkland,city_Maple_Valley,city_Medina,city_Mercer_Island,city_North_Bend,city_Redmond,city_Renton,city_Sammamish,city_Seattle,city_Snoqualmie,city_Vashon,city_Woodinville
10,662500.0,2.5,3560,9796,1.0,0.0,1965,98007,47.6007,-122.145,2210,8925,4,2015,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,468000.0,1.0,1160,6000,1.0,0.0,1942,98115,47.69,-122.292,1330,6000,5,2014,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,310000.0,1.0,1430,19901,1.5,0.0,1927,98028,47.7558,-122.229,1780,12697,5,2014,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Kenmore,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,400000.0,1.75,1370,9680,1.0,0.0,1977,98074,47.6127,-122.045,1370,10208,10,2014,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Sammamish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,530000.0,2.0,1810,4850,1.5,0.0,1900,98107,47.67,-122.394,1360,4850,3,2015,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,650000.0,3.0,2950,5000,2.0,0.0,1979,98126,47.5714,-122.375,2140,4000,1,2015,1.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,395000.0,2.0,1890,14040,2.0,0.0,1994,98019,47.7277,-121.962,1890,14018,7,2014,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Duvall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,485000.0,1.0,1600,4300,1.5,0.0,1916,98103,47.6648,-122.343,1610,4300,5,2014,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,189000.0,1.0,1200,9850,1.0,0.0,1921,98002,47.3089,-122.21,1060,5095,12,2014,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,230000.0,1.0,1250,9774,1.0,0.0,1969,98003,47.3343,-122.306,1280,8850,4,2015,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Federal Way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,385000.0,1.75,1620,4980,1.0,0.0,1947,98133,47.7025,-122.341,1400,4980,5,2014,2.2857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,2000000.0,2.75,3050,44867,1.0,0.0,1968,98040,47.5316,-122.233,4110,20336,8,2014,1.0909090909090908,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Mercer Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,285000.0,2.5,2270,6300,2.0,0.0,1995,98092,47.3266,-122.169,2240,7005,7,2014,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,252700.0,1.5,1070,9643,1.0,0.0,1985,98030,47.3533,-122.166,1220,8386,5,2014,1.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,329000.0,2.25,2450,6500,2.0,0.0,1985,98030,47.3739,-122.172,2200,6865,11,2014,1.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,233000.0,2.0,1710,4697,1.5,0.0,1941,98002,47.3048,-122.218,1030,4705,11,2014,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,937000.0,1.75,2450,2691,2.0,0.0,1915,98119,47.6386,-122.36,1760,3573,6,2014,1.7142857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,667000.0,1.0,1400,1581,1.5,0.0,1909,98112,47.6221,-122.314,1860,3861,12,2014,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,438000.0,1.75,1520,6380,1.0,0.0,1948,98115,47.695,-122.304,1520,6235,6,2014,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,719000.0,2.5,2570,7173,2.0,0.0,2005,98052,47.7073,-122.11,2630,6026,3,2015,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Redmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,580500.0,2.5,2320,3980,2.0,0.0,2003,98027,47.5391,-122.07,2580,3980,11,2014,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Issaquah,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,280000.0,1.5,1190,1265,3.0,0.0,2005,98133,47.7274,-122.357,1390,1756,12,2014,1.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,687500.0,1.75,2330,5000,1.5,0.0,1929,98117,47.6823,-122.368,1460,5000,6,2014,2.2857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,535000.0,1.0,1090,3000,1.5,0.0,1929,98117,47.6889,-122.375,1570,5080,11,2014,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,322500.0,2.75,2060,6659,1.0,0.0,1981,98058,47.4276,-122.157,2020,8720,12,2014,1.4545454545454546,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,696000.0,2.5,2300,3060,1.5,0.0,1930,98115,47.6827,-122.31,1590,3264,6,12,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,550000.0,1.0,1660,34848,1.0,0.0,1933,98052,47.6621,-122.132,2160,11467,5,2014,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Redmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,640000.0,2.0,2360,6000,2.0,0.0,1904,98107,47.6702,-122.362,1730,4700,12,2014,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,240000.0,1.0,1220,8075,1.0,0.0,1969,98001,47.3341,-122.282,1290,7800,2,2015,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,605000.0,2.5,2620,7553,2.0,0.0,1996,98056,47.5301,-122.18,2620,11884,6,2014,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,625000.0,2.5,2570,5520,2.0,0.0,2000,98074,47.6145,-122.027,2470,5669,7,2014,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Sammamish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,775000.0,2.25,4220,24186,1.0,0.0,1984,98166,47.445,-122.347,2410,30617,8,2014,1.7777777777777777,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,861990.0,2.75,3595,5639,2.0,0.0,2014,98053,47.6848,-122.016,3625,5639,7,2014,1.818181818181818,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Redmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,685000.0,1.0,1570,2280,2.0,0.0,1922,98119,47.6413,-122.364,1580,2640,10,2014,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,309000.0,1.0,1280,9656,1.0,0.0,1959,98058,47.4485,-122.175,1340,8808,7,2014,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,488000.0,2.5,3160,13603,2.0,0.0,2003,98019,47.7443,-121.977,3050,9232,7,2014,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Duvall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,210490.0,1.0,990,8528,1.0,0.0,1966,98023,47.3066,-122.371,1228,8840,3,2015,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Federal Way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,785000.0,2.5,2290,13416,2.0,0.0,1981,98007,47.6194,-122.151,2680,13685,7,2014,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,450000.0,1.75,1250,5963,1.0,0.0,1953,98115,47.6796,-122.301,970,5100,4,2015,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,1350000.0,2.5,2753,65005,1.0,1.0,1953,98070,47.4041,-122.451,2680,72513,3,2015,1.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Vashon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,228000.0,1.0,1190,9199,1.0,0.0,1955,98148,47.4258,-122.322,1190,9364,9,2014,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,345000.0,2.5,3150,9134,1.0,0.0,1966,98056,47.4934,-122.189,1990,9133,2,2015,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,600000.0,1.75,1410,4080,1.0,0.0,1950,98117,47.6808,-122.384,1410,4080,12,2014,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,585000.0,1.75,1980,8550,1.0,0.0,1981,98117,47.6989,-122.369,1480,6738,2,2015,1.1428571428571428,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,920000.0,2.25,2730,6000,1.5,0.0,1927,98105,47.6571,-122.281,2730,6000,3,2015,2.2222222222222223,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,885000.0,2.5,2830,5000,2.0,0.0,1995,98105,47.6597,-122.29,1950,5000,5,2014,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,292500.0,2.5,2250,4495,2.0,0.0,2008,98042,47.3663,-122.114,2250,4500,8,2014,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,301000.0,2.5,2420,4750,2.0,0.0,2003,98042,47.3663,-122.122,2690,4750,4,2015,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,951000.0,3.25,3250,14342,2.0,0.0,1968,98008,47.588,-122.116,2960,11044,8,2014,1.5384615384615383,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,430000.0,3.0,1850,9976,2.0,0.0,1991,98059,47.5059,-122.149,2270,8542,2,2015,1.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,650000.0,2.25,2150,21235,1.0,0.0,1959,98166,47.4336,-122.339,2570,18900,12,2014,1.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61,289000.0,1.75,1260,8400,1.0,0.0,1954,98148,47.4366,-122.335,1290,8750,8,2014,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,505000.0,1.75,2519,8690,2.0,0.0,1973,98166,47.4428,-122.344,2500,9500,10,2014,1.7142857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,549000.0,1.75,1540,1044,3.0,0.0,2014,98115,47.6765,-122.32,1580,3090,12,2014,1.7142857142857142,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,425000.0,2.25,1660,6000,1.0,0.0,1979,98122,47.6113,-122.297,1440,4080,6,2014,1.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,317625.0,2.75,2770,3809,1.5,0.0,1925,98144,47.5747,-122.304,1440,4000,11,2014,1.0909090909090908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,975000.0,2.5,2720,11049,2.0,0.0,1989,98004,47.5815,-122.192,2750,11049,9,2014,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,287000.0,2.5,2240,4648,2.0,0.0,2005,98001,47.3378,-122.257,2221,4557,10,2014,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,204000.0,1.0,1000,12070,1.0,0.0,1968,98042,47.3621,-122.11,1010,12635,8,2014,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,1330000.0,2.25,3200,20158,1.0,0.0,1965,98004,47.6303,-122.215,3390,20158,6,2014,2.2222222222222223,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1040000.0,3.25,4770,50094,1.0,0.0,1973,98005,47.6525,-122.16,3530,38917,9,2014,1.5384615384615383,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,325000.0,2.0,1260,5612,1.0,0.0,1972,98034,47.7362,-122.179,1640,4745,1,2015,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Kirkland,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72,571000.0,2.0,2750,7807,1.5,0.0,1916,98125,47.7168,-122.287,1510,7807,6,2014,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,360000.0,2.5,2380,5000,2.0,0.0,2005,98038,47.3608,-122.036,2420,5000,7,2014,1.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Maple Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,349000.0,1.75,1790,50529,1.0,0.0,1965,98042,47.3511,-122.073,1940,50529,3,2015,1.7142857142857142,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Kent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,832500.0,4.0,3430,35102,2.0,0.0,1986,98075,47.5822,-121.987,3240,35020,11,2014,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Sammamish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,380000.0,1.75,1760,7300,1.0,0.0,1956,98008,47.6034,-122.125,1680,7500,10,2014,2.2857142857142856,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Bellevue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,480000.0,1.0,1040,5060,1.0,0.0,1941,98116,47.5636,-122.394,890,5060,4,2015,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,410000.0,1.0,1410,5060,1.0,0.0,1956,98133,47.7073,-122.34,1130,5693,6,2014,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,720000.0,2.5,3450,39683,2.0,0.0,2002,98010,47.342,-122.025,3350,39750,3,2015,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Black Diamond,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,390000.0,2.5,2350,5100,2.0,0.0,2003,98038,47.3512,-122.008,2350,5363,12,2014,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Maple Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,360000.0,2.5,1900,5889,2.0,0.0,1992,98038,47.349,-122.031,1870,6405,12,2014,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Maple Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,355000.0,1.0,2020,6720,1.0,0.0,1948,98118,47.5474,-122.291,1720,6720,10,2014,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,356000.0,1.5,1680,8712,1.0,0.0,1964,98059,47.4811,-122.149,1850,8797,1,2015,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,315000.0,1.0,960,6634,1.0,0.0,1952,98125,47.7264,-122.31,1570,7203,6,2014,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,940000.0,1.5,2140,3600,2.0,0.0,1925,98119,47.6337,-122.365,2020,4800,11,2014,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,305000.0,2.25,2660,8400,1.5,0.0,1961,98092,47.2909,-122.189,1590,8165,11,2014,2.2222222222222223,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,461000.0,3.25,2770,6278,2.0,0.0,2006,98056,47.5228,-122.199,1900,7349,6,2014,0.9230769230769232,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,215000.0,2.25,1610,2040,2.0,0.0,1979,98056,47.518,-122.194,1950,2025,5,2014,0.8888888888888888,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Renton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,335000.0,1.75,1030,1066,2.0,0.0,2006,98136,47.5394,-122.387,1030,1106,9,2014,1.1428571428571428,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,243500.0,2.5,1980,7403,2.0,0.0,1988,98023,47.2897,-122.372,1980,7510,5,2014,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Federal Way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1100000.0,2.75,3520,6353,2.0,0.0,2001,98199,47.6506,-122.391,2520,6250,3,2015,1.818181818181818,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,153000.0,1.0,1200,10500,1.0,0.0,1962,98023,47.322,-122.351,1350,10500,2,2015,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Federal Way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,700000.0,1.5,1580,5000,1.0,0.0,1939,98117,47.687,-122.386,1570,4500,12,2014,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seattle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,905000.0,2.5,3300,10250,1.0,0.0,1946,98040,47.5873,-122.249,1950,6045,9,23,1.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Mercer Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
